Cage Size,H3 Bird New Reg Price - changed 1-31-2019,H3 Bird New Sale Price - changed 1-31-2019,H3 reptile New Reg Price - changed 1-31-2019,H3 reptile New Sale Price - changed 1-31-2019,H3 Hood/Stand w cage price - changed 1-31-2019,H3 sys A POF/POT Price - changed 8/2011,H3 sys B POF/POT Price - changed 8/2015,H3 Rem Div Price  - changed 8/2015,H3 Cover Price - changed 10/2017 ,,H2 Bird New Reg Price - changed 1-31-2019,H2 Bird New Sale Price - changed1-31-2019,H2 reptile New Reg Price - changed 1-31-2019,H2 reptile New Sale Price - changed 1-31-2019,H2 Hood/Stand w cage price - changed 1-31-2019,H2 sys A POF/POT Price - changed 8/2011,H2 sys B POF/POT Price - changed 8/2015,H2 Rem Div Price  - changed 8/2015,H2 Cover Price - changed 10/2017,,Majestic New Bird Regular Price - changed 8/2011,Majestic New Bird Regular Price - changed 2016,Majestic New Bird Sale Price - changed 8/2011,Majestic New Bird Sale Price - changed 2016,Majestic New Reptile Regular Price - changed 8/2011,Majestic New Reptile Regular Price - changed 2016,Majestic New Reptile Sale Price - changed 8/2011,Majestic New Reptile Sale Price - changed 2016,Majestic Hood/Stands No Door - changed 8/2011,Majestic Hood/Stands No Door - changed 2015,Majestic Hood/Stands with Door - changed 8/2011,Majestic Hood/Stands No Door - changed 2019,Majestic Hood/Stands with Door - changed 2015,POT B Price - changed 8/2011,Majestic Hood/Stands with Door - changed 2019,POT B Price - changed 2015,Majestic Rem. Div. Price - changed 8/2011,Majestic Rem. Div. Price - changed 2015,Majestic Cover Price - changed 8/2011,Majestic Cover Price - changed 2015
36-42-60,"2,398.84", ,"1,981.22", ,"1,512.29",N/A**,713.95,500.95,416.79,,"1,950.84", ,"1,533.22", ,"1,077.38",N/A**,713.95,561.95,416.79,,"3,031.95","4,391.38", , ,"2,759.95","4,018.50", , ,"1,504.95","1,685.95",1999.95,1888.264,2299.95,700.95,2575.944,785.95,549.95,615.95,268.95,416.79
36-48-12,"1,051.06", ,963.14, ,770.67,N/A**,231.95,139.95,270.09,,808.02, ,720.1, ,549.86,N/A**,231.95,156.95,270.09,,"1,888.95","2,769.80", , ,"1,847.95","2,691.30", , ,720.95,807.95,1261.95,904.904,1451.95,346.95,1626.184,388.95,171.95,192.95,174.95,270.09
36-48-18,"1,221.58", ,"1,089.70", ,860.25,N/A**,298.95,181.95,284.07,,959.5, ,827.62, ,618.18,213.99,298.95,203.95,284.07,,"2,047.95","2,994.97", , ,"1,975.95","2,877.22", , ,829.95,929.95,1368.95,1041.544,1574.95,398.95,1763.944,446.95,216.95,242.95,183.95,284.07
36-48-24,"1,390.98", ,"1,215.14", ,948.87,247.92,365.95,222.95,298.05,,"1,109.86", ,934.02, ,688.74,247.92,365.95,249.95,298.05,,"2,205.95","3,219.02", , ,"2,102.95","3,062.02", , ,938.95,"1,051.95",1478.95,1178.184,1700.95,449.95,1905.064,503.95,258.95,290.95,192.95,298.05
36-48-30,"1,561.50", ,"1,341.70", ,"1,038.45",318.12,430.95,264.95,312.03,,"1,261.34", ,"1,041.54", ,757.06,N/A**,430.95,296.95,312.03,,"2,365.95","3,445.31", , ,"2,230.95","3,249.06", , ,"1,045.95","1,171.95",1586.95,1312.584,1824.95,500.95,2043.944,561.95,304.95,341.95,201.95,312.03
36-48-36,"1,729.78", ,"1,466.02", ,"1,126.12",361.41,496.95,306.95,325.98,,"1,415.06", ,"1,151.30", ,826.5,N/A**,496.95,343.95,325.98,,"2,524.95","3,670.48", , ,"2,358.95","3,434.98", , ,"1,154.95","1,293.95",1695.95,1449.224,1950.95,551.95,2185.064,618.95,347.95,389.95,209.95,325.98
36-48-42,"1,957.42", ,"1,649.70", ,"1,264.25",N/A**,593.95,375.95,339.96,,"1,588.94", ,"1,281.22", ,920.58,N/A**,593.95,421.95,339.96,,"2,683.95","3,893.41", , ,"2,484.95","3,618.66", , ,"1,262.95","1,414.95",1802.95,1584.744,2073.95,628.95,2322.824,704.95,418.95,469.95,219.95,339.96
36-48-48,"2,134.66", ,"1,782.98", ,"1,359.54",N/A**,660.95,417.95,353.94,,"1,744.90", ,"1,393.22", ,992.26,N/A**,660.95,468.95,353.94,,"2,841.95","4,118.58", , ,"2,612.95","3,804.58", , ,"1,371.95","1,536.95",1911.95,1721.384,2198.95,680.95,2462.824,762.95,462.95,518.95,228.95,353.94
36-48-60,"2,550.74", ,"2,111.14", ,"1,602.47",N/A**,794.95,500.95,437.76,,"2,080.34", ,"1,640.74", ,"1,159.14",N/A**,794.95,561.95,437.76,,"3,161.95","4,570.04", , ,"2,868.95","4,177.54", , ,"1,586.95","1,777.95",2128.95,1991.304,2448.95,785.95,2742.824,880.95,549.95,615.95,282.95,437.76
36-60-12,"1,215.54", ,"1,118.82", ,892.5,N/A**,276.95,139.95,367.89,,929.94, ,833.22, ,636.1,N/A**,276.95,156.95,367.89,,"2,316.95","3,399.25", , ,"2,274.95","3,312.90", , ,883.95,990.95,1586.95,1109.864,1824.95,418.95,2043.944,469.95,171.95,192.95,237.95,367.89
36-60-18,"1,407.25", ,"1,262.18", ,992.61,N/A**,358.95,181.95,381.87,,"1,101.49", ,956.42, ,717.86,N/A**,358.95,203.95,381.87,,"2,485.95","3,635.07", , ,"2,406.95","3,505.54", , ,"1,000.95","1,121.95",1703.95,1256.584,1959.95,481.95,2195.144,539.95,216.95,242.95,246.95,381.87
36-60-24,"1,597.85", ,"1,404.42", ,"1,091.76",N/A**,436.95,222.95,395.85,,"1,273.05", ,"1,079.62", ,798.5,N/A**,436.95,249.95,395.85,,"2,652.95","3,869.76", , ,"2,538.95","3,697.06", , ,"1,116.95","1,250.95",1819.95,1401.064,2092.95,543.95,2344.104,609.95,258.95,290.95,254.95,395.85
36-60-30,"1,785.08", ,"1,543.30", ,"1,188.06",N/A**,516.95,264.95,409.8,,"1,443.48", ,"1,201.70", ,879.14,N/A**,516.95,296.95,409.8,,"2,820.95","4,105.58", , ,"2,670.95","3,889.70", , ,"1,234.95","1,383.95",1937.95,1550.024,2228.95,606.95,2496.424,679.95,304.95,341.95,264.95,409.8
36-60-36,"2,024.96", ,"1,734.82", ,"1,329.10",N/A**,632.95,333.95,423.78,,"1,637.44", ,"1,347.30", ,979.94,N/A**,632.95,374.95,423.78,,"2,986.95","4,340.27", , ,"2,802.95","4,081.22", , ,"1,350.95","1,513.95",2053.95,1695.624,2362.95,698.95,2646.504,782.95,374.95,419.95,273.95,423.78
36-60-42,"2,224.52", ,"1,886.02", ,"1,435.87",N/A**,714.95,375.95,437.76,,"1,811.24", ,"1,472.74", ,"1,067.30",N/A**,714.95,421.95,437.76,,"3,154.95","4,577.21", , ,"2,935.95","4,274.98", , ,"1,467.95","1,644.95",2170.95,1842.344,2496.95,761.95,2796.584,853.95,418.95,469.95,282.95,437.76
36-60-48,"2,424.07", ,"2,037.22", ,"1,542.64",N/A**,796.95,417.95,451.74,,"1,985.03", ,"1,598.18", ,"1,151.30",N/A**,796.95,468.95,451.74,,"3,322.95","4,811.90", , ,"3,066.95","4,466.50", , ,"1,582.95","1,772.95",2286.95,1985.704,2629.95,824.95,2945.544,923.95,462.95,518.95,291.95,451.74
36-60-60,"2,878.06", ,"2,394.50", ,"1,802.83",N/A**,956.95,500.95,549.51,,"2,361.74", ,"1,878.18", ,"1,339.46",N/A**,956.95,561.95,549.51,,"3,658.95","5,283.53", , ,"3,331.95","4,851.78", , ,"1,816.95","2,034.95",2520.95,2279.144,2899.95,951.95,3247.944,1066.95,549.95,615.95,354.95,549.51
36-72-12,"1,356.49", ,"1,250.98", ,994.34,N/A**,322.95,139.95,532.77,,"1,042.89", ,937.38, ,712.26,N/A**,322.95,156.95,532.77,,"2,507.95","3,675.90", , ,"2,459.95","3,581.70", , ,981.95,"1,099.95",1778.95,1231.944,2045.95,491.95,2291.464,550.95,171.95,192.95,264.95,532.77
36-72-18,"1,568.28", ,"1,410.02", ,"1,104.02",N/A**,415.95,181.95,550.92,,"1,233.40", ,"1,075.14", ,804.1,N/A**,415.95,203.95,550.92,,"2,681.95","3,919.00", , ,"2,593.95","3,777.70", , ,"1,106.95","1,239.95",1903.95,1388.744,2189.95,565.95,2452.744,633.95,216.95,242.95,273.95,550.92
36-72-24,"1,778.95", ,"1,567.94", ,"1,212.75",N/A**,510.95,222.95,569.07,,"1,423.91", ,"1,212.90", ,897.06,N/A**,510.95,249.95,569.07,,"2,858.95","4,165.46", , ,"2,730.95","3,977.06", , ,"1,230.95","1,378.95",2027.95,1544.424,2332.95,638.95,2612.904,715.95,258.95,290.95,282.95,569.07
36-72-30,"2,033.30", ,"1,769.54", ,"1,358.61",N/A**,646.95,291.95,587.25,,"1,633.46", ,"1,369.70", ,"1,007.94",N/A**,646.95,326.95,587.25,,"3,034.95","4,413.04", , ,"2,868.95","4,177.54", , ,"1,357.95","1,520.95",2153.95,1703.464,2477.95,746.95,2775.304,836.95,329.95,369.95,291.95,587.25
36-72-36,"2,252.94", ,"1,936.42", ,"1,474.96",N/A**,740.95,333.95,605.4,,"1,827.34", ,"1,510.82", ,"1,106.50",N/A**,740.95,374.95,605.4,,"3,210.95","4,659.50", , ,"3,005.95","4,376.90", , ,"1,481.95","1,659.95",2277.95,1859.144,2619.95,820.95,2934.344,919.95,374.95,419.95,299.95,605.4
36-72-42,"2,469.21", ,"2,099.94", ,"1,588.45",N/A**,835.95,375.95,623.58,,"2,023.45", ,"1,654.18", ,"1,200.58",N/A**,835.95,421.95,623.58,,"3,387.95","4,903.72", , ,"3,140.95","4,574.02", , ,"1,606.95","1,799.95",2403.95,2015.944,2764.95,894.95,3096.744,1002.95,418.95,469.95,309.95,623.58
36-72-48,"2,688.84", ,"2,266.82", ,"1,704.80",N/A**,930.95,417.95,641.73,,"2,217.32", ,"1,795.30", ,"1,299.14",N/A**,930.95,468.95,641.73,,"3,563.95","5,150.18", , ,"3,277.95","4,773.38", , ,"1,731.95","1,939.95",2528.95,2172.744,2908.95,969.95,3258.024,1086.95,462.95,518.95,318.95,641.73
36-72-60,"3,807.94", ,"3,280.42", ,"2,515.36",N/A**,"1,240.95",500.95,768.87,,"3,007.14", ,"2,479.62", ,"1,874.82",N/A**,"1,240.95",561.95,768.87,,"3,915.95","5,643.10", , ,"3,551.95","5,172.10", , ,"1,980.95","2,218.95",2777.95,2485.224,3194.95,1199.95,3578.344,1343.95,549.95,615.95,381.95,768.87
36-84-12,"1,500.80", ,"1,386.50", ,"1,099.03",N/A**,367.95,139.95,587.25,,"1,154.72", ,"1,040.42", ,786.18,N/A**,367.95,156.95,587.25,,"2,695.95","3,950.31", , ,"2,642.95","3,848.26", , ,"1,078.95","1,208.95",1969.95,1354.024,2265.95,566.95,2537.864,634.95,171.95,192.95,291.95,587.25
36-84-18,"1,731.55", ,"1,560.10", ,"1,217.34",N/A**,474.95,181.95,605.4,,"1,364.19", ,"1,192.74", ,892.58,N/A**,474.95,203.95,605.4,,"2,880.95","4,208.54", , ,"2,784.95","4,055.46", , ,"1,213.95","1,359.95",2103.95,1523.144,2419.95,651.95,2710.344,730.95,216.95,242.95,299.95,605.4
36-84-24,"1,994.78", ,"1,766.18", ,"1,363.26",N/A**,629.95,250.95,623.58,,"1,589.34", ,"1,360.74", ,"1,012.42",N/A**,629.95,281.95,623.58,,"3,065.95","4,464.52", , ,"2,925.95","4,260.42", , ,"1,346.95","1,508.95",2235.95,1690.024,2571.95,773.95,2880.584,866.95,286.95,321.95,309.95,623.58
36-84-30,"2,237.84", ,"1,952.10", ,"1,492.04",N/A**,738.95,291.95,641.73,,"1,803.28", ,"1,517.54", ,"1,119.94",N/A**,738.95,326.95,641.73,,"3,250.95","4,721.63", , ,"3,066.95","4,466.50", , ,"1,479.95","1,657.95",2370.95,1856.904,2726.95,859.95,3054.184,963.95,329.95,369.95,318.95,641.73
36-84-36,"2,475.31", ,"2,132.42", ,"1,616.06",N/A**,846.95,333.95,659.88,,"2,019.47", ,"1,676.58", ,"1,228.58",N/A**,846.95,374.95,659.88,,"3,435.95","4,977.61", , ,"3,207.95","4,671.46", , ,"1,613.95","1,807.95",2502.95,2024.904,2878.95,945.95,3224.424,1059.95,374.95,419.95,327.95,659.88
36-84-42,"3,127.18", ,"2,727.14", ,"2,092.32",N/A**,985.95,348.95,678.06,,"2,514.54", ,"2,114.50", ,"1,612.74",N/A**,985.95,390.95,678.06,,"3,619.95","5,233.60", , ,"3,348.95","4,876.42", , ,"1,746.95","1,956.95",2637.95,2191.784,3033.95,1043.95,3398.024,1169.95,391.95,438.95,336.95,678.06
36-84-48,"3,516.97", ,"3,059.78", ,"2,345.82",N/A**,"1,165.95",417.95,696.21,,"2,800.17", ,"2,342.98", ,"1,785.22",N/A**,"1,165.95",468.95,696.21,,"3,803.95","5,491.82", , ,"3,490.95","5,083.62", , ,"1,880.95","2,106.95",2769.95,2359.784,3185.95,1183.95,3568.264,1326.95,462.95,518.95,344.95,696.21
36-84-60,"4,125.18", ,"3,553.70", ,"2,707.15",N/A**,"1,403.95",500.95,823.35,,"3,289.66", ,"2,718.18", ,"2,056.26",N/A**,"1,403.95",561.95,823.35,,"4,173.95","6,003.79", , ,"3,772.95","5,493.54", , ,"2,146.95","2,404.95",3037.95,2693.544,3493.95,1368.95,3913.224,1533.95,549.95,615.95,408.95,823.35
36-96-12,"1,640.63", ,"1,517.54", ,"1,199.91",N/A**,410.95,139.95,641.73,,"1,265.43", ,"1,142.34", ,863.46,N/A**,410.95,156.95,641.73,,"2,886.95","4,226.96", , ,"2,826.95","4,117.06", , ,"1,178.95","1,320.95",2160.95,1479.464,2485.95,637.95,2784.264,714.95,171.95,192.95,318.95,641.73
36-96-18,"1,895.94", ,"1,711.30", ,"1,331.61",N/A**,531.95,181.95,659.88,,"1,494.98", ,"1,310.34", ,979.94,N/A**,531.95,203.95,659.88,,"3,079.95","4,493.59", , ,"2,972.95","4,328.74", , ,"1,318.95","1,477.95",2301.95,1655.304,2647.95,733.95,2965.704,822.95,216.95,242.95,327.95,659.88
36-96-24,"2,178.12", ,"1,931.94", ,"1,486.15",N/A**,706.95,250.95,678.06,,"1,741.32", ,"1,495.14", ,"1,110.98",N/A**,706.95,281.95,678.06,,"3,272.95","4,761.34", , ,"3,118.95","4,541.54", , ,"1,461.95","1,637.95",2444.95,1834.504,2811.95,872.95,3149.384,977.95,286.95,321.95,336.95,678.06
36-96-30,"2,439.02", ,"2,131.30", ,"1,622.61",N/A**,830.95,291.95,696.21,,"1,975.34", ,"1,667.62", ,"1,233.06",N/A**,830.95,326.95,696.21,,"3,465.95","5,027.97", , ,"3,263.95","4,753.22", , ,"1,604.95","1,797.95",2586.95,2013.704,2974.95,971.95,3331.944,1088.95,329.95,369.95,344.95,696.21
36-96-36,"2,698.81", ,"2,329.54", ,"1,758.11",N/A**,953.95,333.95,714.39,,"2,209.37", ,"1,840.10", ,"1,354.02",N/A**,953.95,374.95,714.39,,"3,658.95","5,294.60", , ,"3,409.95","4,964.90", , ,"1,744.95","1,954.95",2727.95,2189.544,3137.95,1066.95,3514.504,1194.95,374.95,419.95,354.95,714.39
36-96-42,"3,477.15", ,"3,046.34", ,"2,334.39",N/A**,"1,166.95",375.95,732.54,,"2,765.95", ,"2,335.14", ,"1,787.46",N/A**,"1,166.95",421.95,732.54,,"3,851.95","5,562.35", , ,"3,555.95","5,177.70", , ,"1,887.95","2,114.95",2869.95,2368.744,3300.95,1224.95,3697.064,1371.95,418.95,469.95,363.95,732.54
36-96-48,"3,773.90", ,"3,281.54", ,"2,501.31",N/A**,"1,300.95",417.95,750.69,,"3,017.90", ,"2,525.54", ,"1,924.10",N/A**,"1,300.95",468.95,750.69,,"4,044.95","5,830.10", , ,"3,701.95","5,390.50", , ,"2,028.95","2,272.95",3011.95,2545.704,3463.95,1329.95,3879.624,1489.95,462.95,518.95,372.95,750.69
36-96-60,"4,423.38", ,"3,807.94", ,"2,882.75",N/A**,"1,567.95",500.95,877.83,,"3,547.54", ,"2,932.10", ,"2,219.78",N/A**,"1,567.95",561.95,877.83,,"4,430.95","6,362.24", , ,"3,991.95","5,812.74", , ,"2,313.95","2,591.95",3295.95,2902.984,3790.95,1536.95,4245.864,1721.95,549.95,615.95,434.95,877.83
36-120-12,"2,296.62", ,"2,155.94", ,"1,721.55",N/A**,534.95,139.95,932.31,,"1,738.86", ,"1,598.18", ,"1,256.58",N/A**,534.95,156.95,932.31,,"3,933.95","5,764.74", , ,"3,872.95","5,639.14", , ,"1,586.95","1,777.95",2913.95,1991.304,3351.95,616.95,3754.184,690.95,171.95,192.95,462.95,932.31
36-120-18,"2,617.83", ,"2,406.82", ,"1,894.30",N/A**,693.95,181.95,950.49,,"2,023.11", ,"1,812.10", ,"1,413.38",N/A**,693.95,203.95,950.49,,"4,174.95","6,099.70", , ,"4,059.95","5,911.30", , ,"1,757.95","1,968.95",3081.95,2205.224,3544.95,740.95,3970.344,829.95,216.95,242.95,471.95,950.49
36-120-24,"2,940.17", ,"2,658.82", ,"2,068.00",N/A**,852.95,222.95,968.64,,"2,306.25", ,"2,024.90", ,"1,565.70",N/A**,852.95,249.95,968.64,,"4,415.95","6,433.54", , ,"4,245.95","6,182.34", , ,"1,926.95","2,158.95",3251.95,2418.024,3739.95,864.95,4188.744,968.95,258.95,290.95,479.95,968.64
36-120-30,"3,260.26", ,"2,908.58", ,"2,239.80",N/A**,"1,012.95",264.95,986.82,,"2,589.38", ,"2,237.70", ,"1,720.26",N/A**,"1,012.95",296.95,986.82,,"4,656.95","6,766.26", , ,"4,430.95","6,452.26", , ,"2,095.95","2,347.95",3421.95,2629.704,3935.95,989.95,4408.264,1108.95,304.95,341.95,489.95,986.82
36-120-36,"3,677.80", ,"3,255.78", ,"2,494.42",N/A**,"1,246.95",333.95,"1,004.97",,"2,917.32", ,"2,495.30", ,"1,917.38",N/A**,"1,246.95",374.95,"1,004.97",,"4,897.95","7,097.86", , ,"4,615.95","6,721.06", , ,"2,265.95","2,537.95",3590.95,2842.504,4129.95,1174.95,4625.544,1315.95,374.95,419.95,498.95,"1,004.97"
36-120-42,"4,014.70", ,"3,522.34", ,"2,680.49",N/A**,"1,407.95",375.95,"1,023.12",,"3,208.30", ,"2,715.94", ,"2,078.66",N/A**,"1,407.95",421.95,"1,023.12",,"5,137.95","7,431.70", , ,"4,801.95","6,992.10", , ,"2,434.95","2,727.95",3759.95,3055.304,4323.95,1300.95,4842.824,1457.95,418.95,469.95,507.95,"1,023.12"
36-120-48,"4,352.71", ,"3,790.02", ,"2,867.52",N/A**,"1,570.95",417.95,"1,041.30",,"3,500.39", ,"2,937.70", ,"2,241.06",N/A**,"1,570.95",468.95,"1,041.30",,"5,377.95","7,765.54", , ,"4,987.95","7,263.14", , ,"2,604.95","2,917.95",3928.95,3268.104,4518.95,1428.95,5061.224,1600.95,462.95,518.95,516.95,"1,041.30"
36-120-60,"5,085.86", ,"4,382.50", ,"3,290.13",N/A**,"1,892.95",500.95,"1,168.44",,"4,110.34", ,"3,406.98", ,"2,580.42",N/A**,"1,892.95",561.95,"1,168.44",,"5,859.95","8,430.98", , ,"5,358.95","7,802.98", , ,"2,942.95","3,296.95",4269.95,3692.584,4910.95,1680.95,5500.264,1882.95,549.95,615.95,579.95,"1,168.44"
36-144-12,"2,580.76", ,"2,422.50", ,"1,927.13",N/A**,622.95,139.95,"1,077.63",,"1,961.40", ,"1,803.14", ,"1,408.90",N/A**,622.95,156.95,"1,077.63",,"4,312.95","6,318.04", , ,"4,241.95","6,176.74", , ,"1,783.95","1,998.95",3295.95,2238.824,3790.95,721.95,4245.864,808.95,171.95,192.95,534.95,"1,077.63"
36-144-18,"2,945.49", ,"2,708.10", ,"2,121.89",N/A**,809.95,181.95,"1,095.78",,"2,285.81", ,"2,048.42", ,"1,585.86",N/A**,809.95,203.95,"1,095.78",,"4,571.95","6,670.93", , ,"4,435.95","6,458.98", , ,"1,969.95","2,206.95",3481.95,2471.784,4004.95,869.95,4485.544,974.95,216.95,242.95,543.95,"1,095.78"
36-144-24,"3,305.74", ,"2,989.22", ,"2,312.84",N/A**,997.95,222.95,"1,113.93",,"2,609.10", ,"2,292.58", ,"1,766.18",N/A**,997.95,249.95,"1,113.93",,"4,828.95","7,026.06", , ,"4,630.95","6,743.46", , ,"2,155.95","2,414.95",3667.95,2704.744,4218.95,1016.95,4725.224,1138.95,258.95,290.95,552.95,"1,113.93"
36-144-30,"3,748.86", ,"3,353.22", ,"2,574.24",N/A**,"1,270.95",291.95,"1,132.11",,"2,968.22", ,"2,572.58", ,"1,977.86",N/A**,"1,270.95",326.95,"1,132.11",,"5,085.95","7,382.31", , ,"4,826.95","7,029.06", , ,"2,341.95","2,622.95",3853.95,2937.704,4432.95,1231.95,4964.904,1379.95,329.95,369.95,561.95,"1,132.11"
36-144-36,"4,128.15", ,"3,653.38", ,"2,781.38",N/A**,"1,459.95",333.95,"1,150.26",,"3,299.35", ,"2,824.58", ,"2,163.78",N/A**,"1,459.95",374.95,"1,150.26",,"5,343.95","7,735.20", , ,"5,020.95","7,311.30", , ,"2,527.95","2,831.95",4039.95,3171.784,4645.95,1380.95,5203.464,1546.95,374.95,419.95,569.95,"1,150.26"
36-144-42,"4,505.20", ,"3,951.30", ,"2,986.61",N/A**,"1,648.95",375.95,"1,168.44",,"3,631.60", ,"3,077.70", ,"2,349.70",N/A**,"1,648.95",421.95,"1,168.44",,"5,601.95","8,089.21", , ,"5,215.95","7,594.66", , ,"2,715.95","3,041.95",4225.95,3406.984,4859.95,1529.95,5443.144,1713.95,418.95,469.95,579.95,"1,168.44"
36-144-48,"4,883.37", ,"4,250.34", ,"3,192.79",N/A**,"1,838.95",417.95,"1,186.59",,"3,961.61", ,"3,328.58", ,"2,535.62",N/A**,"1,838.95",468.95,"1,186.59",,"5,859.95","8,440.98", , ,"5,408.95","7,875.78", , ,"2,901.95","3,250.95",4412.95,3641.064,5074.95,1678.95,5683.944,1880.95,462.95,518.95,588.95,"1,186.59"
36-144-60,"6,296.02", ,"5,504.74", ,"4,163.03",N/A**,"2,339.95",500.95,"1,313.73",,"5,015.86", ,"4,224.58", ,"3,279.30",N/A**,"2,339.95",561.95,"1,313.73",,"6,374.95","9,150.12", , ,"5,798.95","8,443.62", , ,"3,273.95","3,666.95",4785.95,4106.984,5503.95,2056.95,6164.424,2303.95,549.95,615.95,651.95,"1,313.73"
42-12-12,690.76, ,620.42, ,509.36,N/A**,99.95,153.95,200.25,,523.88, ,453.54, ,353.86,N/A**,99.95,172.95,200.25,,"1,419.95","2,091.06", , ,"1,392.95","2,028.26", , ,469.95,526.95,700.95,590.184,806.95,132.95,903.784,148.95,185.95,208.95,129.95,200.25
42-12-18,811.05, ,705.54, ,574.46,N/A**,123.95,200.95,214.23,,628.49, ,522.98, ,391.94,N/A**,123.95,225.95,214.23,,"1,559.95","2,292.70", , ,"1,509.95","2,198.50", , ,563.95,631.95,796.95,707.784,916.95,148.95,1026.984,166.95,235.95,264.95,138.95,214.23
42-12-24,929.1, ,788.42, ,637.66,N/A**,146.95,245.95,228.18,,731.98, ,591.3, ,427.78,N/A**,146.95,275.95,228.18,,"1,698.95","2,493.22", , ,"1,625.95","2,367.62", , ,662.95,742.95,893.95,832.104,1028.95,166.95,1152.424,186.95,283.95,318.95,147.95,228.18
42-12-30,"1,049.38", ,873.54, ,702.76,N/A**,169.95,292.95,242.16,,835.46, ,659.62, ,461.38,N/A**,169.95,328.95,242.16,,"1,839.95","2,697.10", , ,"1,743.95","2,540.10", , ,756.95,847.95,989.95,949.704,1138.95,182.95,1275.624,204.95,332.95,372.95,156.95,242.16
42-12-36,"1,167.43", ,956.42, ,765.96,N/A**,192.95,340.95,256.14,,937.83, ,726.82, ,497.22,N/A**,192.95,381.95,256.14,,"1,978.95","2,898.74", , ,"1,860.95","2,710.34", , ,855.95,958.95,1085.95,1074.024,1248.95,200.95,1398.824,225.95,381.95,427.95,164.95,256.14
42-12-42,"1,289.96", ,"1,043.78", ,832.97,N/A**,216.95,386.95,270.09,,"1,041.32", ,795.14, ,535.3,N/A**,216.95,433.95,270.09,,"2,119.95","3,102.62", , ,"1,979.95","2,882.82", , ,949.95,"1,063.95",1182.95,1191.624,1360.95,216.95,1524.264,242.95,430.95,482.95,174.95,270.09
42-12-48,"1,476.33", ,"1,194.98", ,954.24,N/A**,238.95,432.95,284.07,,"1,175.05", ,893.7, ,595.78,N/A**,238.95,484.95,284.07,,"2,259.95","3,305.38", , ,"2,096.95","3,054.18", , ,"1,045.95","1,171.95",1278.95,1312.584,1470.95,232.95,1647.464,260.95,477.95,535.95,183.95,284.07
42-12-60,"1,714.66", ,"1,362.98", ,"1,082.54",N/A**,285.95,526.95,325.98,,"1,380.90", ,"1,029.22", ,665.22,N/A**,285.95,590.95,325.98,,"2,540.95","3,709.78", , ,"2,331.95","3,395.78", , ,"1,238.95","1,387.95",1471.95,1554.504,1692.95,267.95,1896.104,300.95,575.95,645.95,209.95,325.98
42-18-12,771.32, ,696.58, ,568.6,N/A**,122.95,153.95,214.23,,589.88, ,515.14, ,400.9,99.33,122.95,172.95,214.23,,"1,516.95","2,230.51", , ,"1,485.95","2,163.78", , ,525.95,589.95,809.95,660.744,931.95,167.95,1043.784,188.95,185.95,208.95,138.95,214.23
42-18-18,901.64, ,789.54, ,638.49,N/A**,153.95,200.95,228.18,,704.52, ,592.42, ,442.34,125.07,153.95,225.95,228.18,,"1,659.95","2,436.35", , ,"1,603.95","2,336.26", , ,625.95,701.95,910.95,786.184,1047.95,190.95,1173.704,213.95,235.95,264.95,147.95,228.18
42-18-24,"1,034.21", ,884.74, ,710.28,N/A**,183.95,245.95,242.16,,819.17, ,669.7, ,487.14,N/A**,183.95,275.95,242.16,,"1,805.95","2,648.91", , ,"1,726.95","2,515.46", , ,727.95,815.95,1011.95,913.864,1163.95,214.95,1303.624,240.95,283.95,318.95,156.95,242.16
42-18-30,"1,163.41", ,976.58, ,779.22,N/A**,212.95,292.95,256.14,,931.57, ,744.74, ,527.46,N/A**,212.95,328.95,256.14,,"1,947.95","2,853.64", , ,"1,844.95","2,686.82", , ,828.95,928.95,1113.95,1040.424,1281.95,235.95,1435.784,264.95,332.95,372.95,164.95,256.14
42-18-36,"1,293.74", ,"1,069.54", ,849.11,N/A**,244.95,340.95,270.09,,"1,046.22", ,822.02, ,570.02,N/A**,244.95,381.95,270.09,,"2,093.95","3,061.72", , ,"1,964.95","2,861.54", , ,930.95,"1,042.95",1214.95,1168.104,1397.95,258.95,1565.704,290.95,381.95,427.95,174.95,270.09
42-18-42,"1,425.19", ,"1,163.62", ,919.96,N/A**,273.95,386.95,284.07,,"1,159.75", ,898.18, ,614.82,N/A**,273.95,433.95,284.07,,"2,236.95","3,269.80", , ,"2,084.95","3,036.26", , ,"1,030.95","1,154.95",1316.95,1293.544,1514.95,279.95,1696.744,313.95,430.95,482.95,183.95,284.07
42-18-48,"1,623.83", ,"1,324.90", ,"1,047.92",N/A**,304.95,432.95,298.05,,"1,305.75", ,"1,006.82", ,680.9,N/A**,304.95,484.95,298.05,,"2,382.95","3,477.88", , ,"2,204.95","3,210.98", , ,"1,132.95","1,268.95",1416.95,1421.224,1629.95,304.95,1825.544,341.95,477.95,535.95,192.95,298.05
42-18-60,"1,883.36", ,"1,509.70", ,"1,186.75",N/A**,365.95,526.95,346.95,,"1,532.80", ,"1,159.14", ,764.9,N/A**,365.95,590.95,346.95,,"2,669.95","3,892.93", , ,"2,443.95","3,559.30", , ,"1,334.95","1,495.95",1620.95,1675.464,1864.95,348.95,2088.744,390.95,575.95,645.95,223.95,346.95
