Cage Size,H3 Bird New Reg Price - changed 1-31-2019,H3 Bird New Sale Price - changed 1-31-2019,H3 reptile New Reg Price - changed 1-31-2019,H3 reptile New Sale Price - changed 1-31-2019,H3 Hood/Stand w cage price - changed 1-31-2019,H3 sys A POF/POT Price - changed 8/2011,H3 sys B POF/POT Price - changed 8/2015,H3 Rem Div Price  - changed 8/2015,H3 Cover Price - changed 10/2017 ,,H2 Bird New Reg Price - changed 1-31-2019,H2 Bird New Sale Price - changed1-31-2019,H2 reptile New Reg Price - changed 1-31-2019,H2 reptile New Sale Price - changed 1-31-2019,H2 Hood/Stand w cage price - changed 1-31-2019,H2 sys A POF/POT Price - changed 8/2011,H2 sys B POF/POT Price - changed 8/2015,H2 Rem Div Price  - changed 8/2015,H2 Cover Price - changed 10/2017,,Majestic New Bird Regular Price - changed 8/2011,Majestic New Bird Regular Price - changed 2016,Majestic New Bird Sale Price - changed 8/2011,Majestic New Bird Sale Price - changed 2016,Majestic New Reptile Regular Price - changed 8/2011,Majestic New Reptile Regular Price - changed 2016,Majestic New Reptile Sale Price - changed 8/2011,Majestic New Reptile Sale Price - changed 2016,Majestic Hood/Stands No Door - changed 8/2011,Majestic Hood/Stands No Door - changed 2015,Majestic Hood/Stands with Door - changed 8/2011,Majestic Hood/Stands No Door - changed 2019,Majestic Hood/Stands with Door - changed 2015,POT B Price - changed 8/2011,Majestic Hood/Stands with Door - changed 2019,POT B Price - changed 2015,Majestic Rem. Div. Price - changed 8/2011,Majestic Rem. Div. Price - changed 2015,Majestic Cover Price - changed 8/2011,Majestic Cover Price - changed 2015
18-84-42,"2,329.26", ,"2,021.54", ,"1,513.56",N/A**,985.95,233.95,575.61,,"1,811.82", ,"1,504.10","1,353.69","1,162.50",N/A**,985.95,262.95,575.61,,"3,063.95","4,418.69", , ,"2,845.95","4,143.94", , ,"1,044.95","1,170.95",1591.95,1311.464,1830.95,1043.95,2050.664,1169.95,277.95,311.95,309.95,575.61
18-84-48,"2,656.58", ,"2,304.90", ,"1,726.67",N/A**,"1,165.95",277.95,592.38,,"2,036.10", ,"1,684.42","1,515.98","1,300.26",N/A**,"1,165.95",311.95,592.38,,"3,226.95","4,644.98", , ,"2,973.95","4,330.98", , ,"1,118.95","1,253.95",1664.95,1404.424,1914.95,1183.95,2144.744,1326.95,321.95,360.95,318.95,592.38
18-84-60,"3,081.62", ,"2,642.02", ,"1,957.72",N/A**,"1,403.95",329.95,709.71,,"2,376.02", ,"1,936.42","1,742.78","1,482.82",N/A**,"1,403.95",369.95,709.71,,"3,557.95","5,103.16", , ,"3,234.95","4,710.66", , ,"1,265.95","1,417.95",1813.95,1588.104,2086.95,1368.95,2337.384,1533.95,379.95,425.95,381.95,709.71
18-96-12,"1,216.66", ,"1,119.94", ,876.95,N/A**,410.95,98.95,542.07,,903.06, ,806.34,725.71,631.62,N/A**,410.95,110.95,542.07,,"2,413.95","3,531.41", , ,"2,365.95","3,445.06", , ,726.95,814.95,1332.95,912.744,1532.95,637.95,1716.904,714.95,130.95,146.95,291.95,542.07
18-96-18,"1,403.89", ,"1,258.82", ,963.5,N/A**,531.95,125.95,558.84,,"1,066.77", ,921.7,829.53,710.02,N/A**,531.95,141.95,558.84,,"2,587.95","3,771.71", , ,"2,500.95","3,642.18", , ,804.95,901.95,1410.95,1010.184,1622.95,733.95,1817.704,822.95,160.95,180.95,299.95,558.84
18-96-24,"1,623.61","1,483.14","1,430.18","1,289.72","1,077.66",N/A**,706.95,168.95,575.61,,"1,248.41", ,"1,054.98",949.49,802.98,N/A**,706.95,189.95,575.61,,"2,761.95","4,009.76", , ,"2,634.95","3,837.06", , ,884.95,991.95,1489.95,1110.984,1713.95,872.95,1919.624,977.95,205.95,230.95,309.95,575.61
18-96-30,"1,818.68", ,"1,576.90", ,"1,170.87",N/A**,830.95,195.95,592.38,,"1,416.60", ,"1,174.82","1,057.34",884.74,N/A**,830.95,219.95,592.38,,"2,934.95","4,251.18", , ,"2,770.95","4,035.30", , ,962.95,"1,078.95",1568.95,1208.424,1804.95,971.95,2021.544,1088.95,235.95,264.95,318.95,592.38
18-96-36,"2,011.52", ,"1,721.38", ,"1,262.18",N/A**,953.95,222.95,609.12,,"1,585.92", ,"1,295.78","1,166.21",965.38,N/A**,953.95,249.95,609.12,,"3,107.95","4,485.87", , ,"2,902.95","4,226.82", , ,"1,042.95","1,168.95",1648.95,1309.224,1896.95,1066.95,2124.584,1194.95,263.95,295.95,327.95,609.12
18-96-42,"2,625.48", ,"2,286.98", ,"1,711.44",N/A**,"1,166.95",250.95,625.89,,"2,012.84", ,"1,674.34","1,506.91","1,296.90",N/A**,"1,166.95",281.95,625.89,,"3,281.95","4,727.29", , ,"3,038.95","4,425.06", , ,"1,121.95","1,256.95",1728.95,1407.784,1988.95,1224.95,2227.624,1371.95,293.95,329.95,336.95,625.89
18-96-48,"2,856.39", ,"2,469.54", ,"1,835.11",N/A**,"1,300.95",277.95,642.66,,"2,200.07", ,"1,813.22","1,631.90","1,394.34",N/A**,"1,300.95",311.95,642.66,,"3,456.95","4,967.58", , ,"3,173.95","4,622.18", , ,"1,201.95","1,346.95",1806.95,1508.584,2077.95,1329.95,2327.304,1489.95,321.95,360.95,344.95,642.66
18-96-60,"3,314.86", ,"2,831.30", ,"2,079.61",N/A**,"1,567.95",329.95,760.02,,"2,574.54", ,"2,090.98","1,881.89","1,590.34",N/A**,"1,567.95",369.95,760.02,,"3,802.95","5,447.05", , ,"3,443.95","5,015.30", , ,"1,358.95","1,522.95",1964.95,1705.704,2259.95,1536.95,2531.144,1721.95,379.95,425.95,408.95,760.02
18-120-12,"1,668.80", ,"1,554.50", ,"1,228.33",N/A**,534.95,98.95,810.3,,"1,230.88", ,"1,116.58","1,004.93",903.78,N/A**,534.95,110.95,810.3,,"2,934.95","4,293.03", , ,"2,877.95","4,190.98", , ,882.95,988.95,1628.95,1107.624,1873.95,616.95,2098.824,690.95,130.95,146.95,434.95,810.3
18-120-18,"1,915.23", ,"1,743.78", ,"1,350.22",N/A**,693.95,125.95,827.07,,"1,439.23", ,"1,267.78","1,141.01","1,011.30",N/A**,693.95,141.95,827.07,,"3,154.95","4,597.18", , ,"3,051.95","4,444.10", , ,981.95,"1,099.95",1729.95,1231.944,1989.95,740.95,2228.744,829.95,160.95,180.95,444.95,827.07
18-120-24,"2,160.54", ,"1,931.94", ,"1,471.15",N/A**,852.95,153.95,843.84,,"1,649.82", ,"1,421.22","1,279.10","1,118.82",N/A**,852.95,172.95,843.84,,"3,376.95","4,903.56", , ,"3,226.95","4,699.46", , ,"1,082.95","1,212.95",1829.95,1358.504,2104.95,864.95,2357.544,968.95,189.95,212.95,453.95,843.84
18-120-30,"2,406.96", ,"2,121.22", ,"1,593.04",N/A**,"1,012.95",180.95,860.61,,"1,861.52", ,"1,575.78","1,418.21","1,226.34",N/A**,"1,012.95",202.95,860.61,,"3,597.95","5,204.35", , ,"3,398.95","4,949.22", , ,"1,182.95","1,324.95",1929.95,1483.944,2219.95,989.95,2486.344,1108.95,219.95,246.95,462.95,860.61
18-120-36,"2,748.59", ,"2,405.70", ,"1,795.85",N/A**,"1,246.95",222.95,877.38,,"2,115.79", ,"1,772.90","1,595.61","1,374.18",N/A**,"1,246.95",249.95,877.38,,"3,818.95","5,515.21", , ,"3,576.95","5,209.06", , ,"1,283.95","1,438.95",2028.95,1611.624,2333.95,1174.95,2614.024,1315.95,263.95,295.95,471.95,877.38
18-120-42,"3,011.82", ,"2,611.78", ,"1,932.02",N/A**,"1,407.95",250.95,894.15,,"2,334.22", ,"1,934.18","1,740.77","1,487.30",N/A**,"1,407.95",281.95,894.15,,"4,039.95","5,819.36", , ,"3,750.95","5,462.18", , ,"1,382.95","1,548.95",2129.95,1734.824,2449.95,1300.95,2743.944,1457.95,293.95,329.95,479.95,894.15
18-120-48,"3,271.69", ,"2,814.50", ,"2,065.33",N/A**,"1,570.95",277.95,910.89,,"2,550.41", ,"2,093.22","1,883.90","1,602.66",N/A**,"1,570.95",311.95,910.89,,"4,259.95","6,123.50", , ,"3,924.95","5,715.30", , ,"1,483.95","1,662.95",2229.95,1862.504,2564.95,1428.95,2872.744,1600.95,321.95,360.95,489.95,910.89
18-120-60,"3,799.26", ,"3,227.78", ,"2,338.62",N/A**,"1,892.95",329.95,"1,028.25",,"2,985.02", ,"2,413.54","2,172.19","1,827.78",N/A**,"1,892.95",369.95,"1,028.25",,"4,704.95","6,735.15", , ,"4,274.95","6,224.90", , ,"1,684.95","1,887.95",2430.95,2114.504,2795.95,1680.95,3131.464,1882.95,379.95,425.95,552.95,"1,028.25"
18-144-12,"1,889.10", ,"1,757.22", ,"1,382.64",N/A**,622.95,98.95,944.43,,"1,394.06", ,"1,262.18","1,135.97","1,014.66",N/A**,622.95,110.95,944.43,,"3,287.95","4,806.01", , ,"3,219.95","4,688.26", , ,985.95,"1,104.95",1848.95,1237.544,2126.95,721.95,2382.184,808.95,130.95,146.95,507.95,944.43
18-144-18,"2,168.96", ,"1,971.14", ,"1,517.97",N/A**,809.95,125.95,961.2,,"1,635.84", ,"1,438.02","1,294.22","1,140.10",N/A**,809.95,141.95,961.2,,"3,525.95","5,130.33", , ,"3,401.95","4,953.70", , ,"1,095.95","1,227.95",1959.95,1375.304,2253.95,869.95,2524.424,974.95,160.95,180.95,516.95,961.2
18-144-24,"2,446.58", ,"2,182.82", ,"1,651.40",N/A**,997.95,153.95,977.97,,"1,876.50", ,"1,612.74","1,451.47","1,263.30",N/A**,997.95,172.95,977.97,,"3,763.95","5,459.12", , ,"3,586.95","5,223.62", , ,"1,206.95","1,351.95",2069.95,1514.184,2380.95,1016.95,2666.664,1138.95,189.95,212.95,524.95,977.97
18-144-30,"2,808.20", ,"2,478.50", ,"1,856.23",N/A**,"1,270.95",195.95,994.74,,"2,155.24", ,"1,825.54","1,642.99","1,417.86",N/A**,"1,270.95",219.95,994.74,,"4,001.95","5,782.32", , ,"3,768.95","5,487.94", , ,"1,316.95","1,474.95",2180.95,1651.944,2508.95,1231.95,2810.024,1379.95,235.95,264.95,534.95,994.74
18-144-36,"3,100.38", ,"2,704.74", ,"2,002.03",N/A**,"1,459.95",222.95,"1,011.48",,"2,403.74", ,"2,008.10","1,807.29","1,550.02",N/A**,"1,459.95",249.95,"1,011.48",,"4,240.95","6,111.11", , ,"3,953.95","5,757.86", , ,"1,427.95","1,599.95",2291.95,1791.944,2635.95,1380.95,2952.264,1546.95,263.95,295.95,543.95,"1,011.48"
18-144-42,"3,394.80", ,"2,933.22", ,"2,149.74",N/A**,"1,648.95",250.95,"1,028.25",,"2,653.36", ,"2,191.78","1,972.61","1,678.82",N/A**,"1,648.95",281.95,"1,028.25",,"4,478.95","6,438.79", , ,"4,138.95","6,026.66", , ,"1,537.95","1,722.95",2401.95,1929.704,2762.95,1529.95,3094.504,1713.95,293.95,329.95,552.95,"1,028.25"
24-144-48,"4,072.71", ,"3,510.02", ,"2,583.52",N/A**,"1,838.95",322.95,"1,061.79",,"3,247.27", ,"2,684.58","2,416.13","2,042.82",N/A**,"1,838.95",361.95,"1,061.79",,"4,953.95","7,111.46", , ,"4,538.95","6,609.06", , ,"2,024.95","2,267.95",3082.95,2540.104,3545.95,1678.95,3971.464,1880.95,368.95,413.95,569.95,"1,061.79"
24-144-60,"5,289.70", ,"4,586.34", ,"3,404.39",N/A**,"2,339.95",388.95,"1,179.15",,"4,139.46", ,"3,436.10","3,092.49","2,666.66",N/A**,"2,339.95",435.95,"1,179.15",,"5,442.95","7,781.38", , ,"4,912.95","7,153.38", , ,"2,294.95","2,570.95",3355.95,2879.464,3859.95,2056.95,4323.144,2303.95,437.95,490.95,633.95,"1,179.15"
24-12-12,495.26, ,451.3, ,370.11,N/A**,99.95,112.95,158.34,,372.06, ,328.1,295.29,264.26,N/A**,99.95,126.95,158.34,,"1,120.95","1,651.99", , ,"1,106.95","1,612.74", , ,343.95,385.95,505.95,432.264,581.95,132.95,651.784,148.95,145.95,163.95,102.95,158.34
24-12-18,578.84, ,512.9, ,416.72,N/A**,123.95,143.95,172.32,,439.96, ,374.02,336.62,292.26,N/A**,123.95,161.95,172.32,,"1,240.95","1,822.82", , ,"1,210.95","1,763.94", , ,400.95,449.95,561.95,503.944,646.95,148.95,724.584,166.95,178.95,200.95,111.95,172.32
24-12-24,662.42, ,574.5, ,463.33,N/A**,146.95,175.95,186.27,,507.86, ,419.94,377.95,319.14,N/A**,146.95,197.95,186.27,,"1,360.95","1,998.12", , ,"1,317.95","1,919.62", , ,456.95,511.95,617.95,573.384,710.95,166.95,796.264,186.95,212.95,238.95,119.95,186.27
24-12-30,746, ,636.1, ,509.94,N/A**,169.95,208.95,200.25,,576.88, ,466.98,420.29,344.9,N/A**,169.95,234.95,200.25,,"1,481.95","2,173.43", , ,"1,424.95","2,075.30", , ,512.95,574.95,673.95,643.944,775.95,182.95,869.064,204.95,247.95,277.95,129.95,200.25
24-12-36,829.58, ,697.7, ,556.55,N/A**,192.95,240.95,214.23,,645.9, ,514.02,462.62,369.54,N/A**,192.95,269.95,214.23,,"1,601.95","2,348.73", , ,"1,531.95","2,230.98", , ,568.95,637.95,730.95,714.504,840.95,200.95,941.864,225.95,280.95,314.95,138.95,214.23
24-12-42,915.4, ,761.54, ,605.06,N/A**,216.95,271.95,228.18,,713.8, ,559.94,503.95,396.42,N/A**,216.95,304.95,228.18,,"1,722.95","2,524.04", , ,"1,638.95","2,386.66", , ,624.95,699.95,786.95,783.944,904.95,216.95,1013.544,242.95,314.95,352.95,147.95,228.18
24-12-48,998.98, ,823.14, ,651.67,N/A**,238.95,304.95,242.16,,782.82, ,606.98,546.29,422.18,N/A**,238.95,341.95,242.16,,"1,842.95","2,697.10", , ,"1,743.95","2,540.10", , ,680.95,762.95,842.95,854.504,969.95,232.95,1086.344,260.95,348.95,390.95,156.95,242.16
24-12-60,"1,166.14", ,946.34, ,744.89,N/A**,285.95,368.95,284.07,,919.74, ,699.94,629.95,475.94,N/A**,285.95,413.95,284.07,,"2,084.95","3,047.71", , ,"1,957.95","2,851.46", , ,793.95,889.95,954.95,996.744,1098.95,267.95,1230.824,300.95,417.95,468.95,183.95,284.07
24-18-12,561.26, ,512.9, ,417.72,N/A**,122.95,112.95,172.32,,421.26, ,372.9,335.61,301.22,99.33,122.95,126.95,172.32,,"1,210.95","1,780.24", , ,"1,192.95","1,737.06", , ,377.95,423.95,574.95,474.824,661.95,167.95,741.384,188.95,145.95,163.95,111.95,172.32
24-18-18,653.76, ,581.22, ,468.17,N/A**,153.95,143.95,186.27,,500.32, ,427.78,385.01,331.46,125.07,153.95,161.95,186.27,,"1,334.95","1,960.87", , ,"1,301.95","1,896.10", , ,437.95,490.95,632.95,549.864,727.95,190.95,815.304,213.95,178.95,200.95,119.95,186.27
24-18-24,746.26, ,649.54, ,518.61,N/A**,183.95,175.95,200.25,,576.02, ,479.3,431.37,362.82,N/A**,183.95,197.95,200.25,,"1,461.95","2,143.73", , ,"1,412.95","2,057.38", , ,496.95,556.95,692.95,623.784,796.95,214.95,892.584,240.95,212.95,238.95,129.95,200.25
24-18-30,839.87, ,718.98, ,570.01,N/A**,212.95,208.95,214.23,,655.07, ,534.18,480.77,394.18,N/A**,212.95,234.95,214.23,,"1,585.95","2,321.00", , ,"1,519.95","2,213.06", , ,554.95,621.95,752.95,696.584,865.95,235.95,969.864,264.95,247.95,277.95,138.95,214.23
24-18-36,932.37, ,787.3, ,620.46,N/A**,244.95,240.95,228.18,,730.77, ,585.7,527.13,423.3,N/A**,244.95,269.95,228.18,,"1,710.95","2,502.75", , ,"1,629.95","2,373.22", , ,615.95,689.95,810.95,772.744,932.95,258.95,1044.904,290.95,280.95,314.95,147.95,228.18
24-18-42,"1,024.87", ,855.62, ,670.91,N/A**,273.95,271.95,242.16,,807.59, ,638.34,574.51,456.9,N/A**,273.95,304.95,242.16,,"1,834.95","2,681.14", , ,"1,736.95","2,530.02", , ,673.95,754.95,869.95,845.544,1000.95,279.95,1121.064,313.95,314.95,352.95,156.95,242.16
24-18-48,"1,117.37", ,923.94, ,721.35,N/A**,304.95,304.95,256.14,,886.65, ,693.22,623.9,487.14,N/A**,304.95,341.95,256.14,,"1,959.95","2,860.64", , ,"1,845.95","2,687.94", , ,732.95,820.95,930.95,919.464,1070.95,304.95,1199.464,341.95,348.95,390.95,164.95,256.14
24-18-60,"1,303.48", ,"1,061.70", ,823.2,N/A**,365.95,368.95,305.04,,"1,040.28", ,798.5,718.65,549.86,N/A**,365.95,413.95,305.04,,"2,210.95","3,223.02", , ,"2,064.95","3,007.14", , ,851.95,954.95,1047.95,1069.544,1205.95,348.95,1350.664,390.95,417.95,468.95,197.95,305.04
24-24-12,614.94, ,562.18, ,454.86,N/A**,144.95,112.95,186.27,,464.86, ,412.1,370.89,328.1,114.54,144.95,126.95,186.27,,"1,300.95","1,912.96", , ,"1,280.95","1,865.86", , ,410.95,460.95,642.95,516.264,739.95,203.95,828.744,228.95,145.95,163.95,119.95,186.27
24-24-18,716.35, ,637.22, ,509.14,N/A**,182.95,143.95,200.25,,546.11,499.41,466.98,420.29,362.82,142.62,182.95,161.95,200.25,,"1,430.95","2,101.15", , ,"1,393.95","2,030.50", , ,473.95,530.95,705.95,594.664,811.95,232.95,909.384,260.95,178.95,200.95,129.95,200.25
24-24-24,818.89, ,713.38, ,564.38,N/A**,219.95,175.95,214.23,,645.29,591.31,539.78,485.81,398.66,181.23,219.95,197.95,214.23,,"1,559.95","2,284.86","1,854.56", ,"1,503.95","2,190.66", , ,535.95,600.95,767.95,673.064,883.95,259.95,990.024,291.95,212.95,238.95,138.95,214.23
24-24-30,920.3, ,788.42, ,618.66,N/A**,257.95,208.95,228.18,,722.06, ,590.18, ,433.38,N/A**,257.95,234.95,228.18,,"1,688.95","2,469.69", , ,"1,614.95","2,351.94", , ,598.95,670.95,829.95,751.464,954.95,288.95,1069.544,323.95,247.95,277.95,147.95,228.18
24-24-36,"1,022.84", ,864.58, ,673.9,N/A**,295.95,240.95,242.16,,805.56, ,647.3, ,469.22,N/A**,295.95,269.95,242.16,,"1,816.95","2,653.40", , ,"1,724.95","2,512.10", , ,659.95,739.95,891.95,828.744,1025.95,318.95,1149.064,357.95,280.95,314.95,156.95,242.16
24-24-42,"1,124.26", ,939.62, ,728.18,N/A**,330.95,271.95,256.14,,890.18, ,705.54, ,506.18,N/A**,330.95,304.95,256.14,,"1,946.95","2,838.23", , ,"1,835.95","2,673.38", , ,723.95,810.95,954.95,908.264,1098.95,345.95,1230.824,387.95,314.95,352.95,164.95,256.14
24-24-48,"1,226.79", ,"1,015.78", ,783.42,N/A**,368.95,304.95,270.09,,977.03, ,766.02, ,540.9,N/A**,368.95,341.95,270.09,,"2,075.95","3,021.94", , ,"1,945.95","2,833.54", , ,785.95,880.95,1017.95,986.664,1170.95,373.95,1311.464,418.95,348.95,390.95,174.95,270.09
24-24-60,"1,430.74", ,"1,166.98", ,892.94,N/A**,443.95,368.95,325.98,,"1,146.26", ,882.5, ,610.34,N/A**,443.95,413.95,325.98,,"2,332.95","3,393.84", , ,"2,168.95","3,158.34", , ,909.95,"1,019.95",1141.95,1142.344,1313.95,430.95,1471.624,482.95,417.95,468.95,209.95,325.98
24-30-12,682.05, ,624.9, ,503.42,N/A**,166.95,112.95,200.25,,514.05, ,456.9, ,362.82,132.09,166.95,126.95,200.25,,"1,391.95","2,043.45", , ,"1,367.95","1,992.42", , ,445.95,499.95,711.95,559.944,818.95,239.95,917.224,268.95,145.95,163.95,129.95,200.25
24-30-18,793.51, ,707.78, ,562.49,N/A**,211.95,143.95,214.23,,606.47, ,520.74, ,403.14,163.68,211.95,161.95,214.23,,"1,525.95","2,238.08", , ,"1,483.95","2,161.54", , ,510.95,572.95,776.95,641.704,893.95,273.95,1001.224,306.95,178.95,200.95,138.95,214.23
24-30-24,902.72, ,788.42, ,619.66,N/A**,256.95,175.95,228.18,,702.24, ,587.94, ,442.34,212.82,256.95,197.95,228.18,,"1,657.95","2,425.99", , ,"1,595.95","2,323.94", , ,575.95,645.95,842.95,723.464,969.95,307.95,1086.344,344.95,212.95,238.95,147.95,228.18
24-30-30,"1,014.17", ,871.3, ,678.73,240.9,300.95,208.95,242.16,,798.01, ,655.14, ,483.78,N/A**,300.95,234.95,242.16,,"1,792.95","2,616.15", , ,"1,708.95","2,488.58", , ,641.95,718.95,907.95,805.224,1044.95,341.95,1170.344,382.95,247.95,277.95,156.95,242.16
24-30-36,"1,122.27", ,950.82, ,734.95,N/A**,343.95,240.95,256.14,,891.55, ,720.1, ,522.98,N/A**,343.95,269.95,256.14,,"1,924.95","2,805.18", , ,"1,820.95","2,652.10", , ,706.95,791.95,973.95,886.984,1120.95,374.95,1255.464,419.95,280.95,314.95,164.95,256.14
24-30-42,"1,235.96", ,"1,035.94", ,795.93,N/A**,388.95,271.95,270.09,,986.2, ,786.18, ,564.42,N/A**,388.95,304.95,270.09,,"2,057.95","2,996.45", , ,"1,934.95","2,817.86", , ,772.95,865.95,1038.95,969.864,1194.95,409.95,1338.344,459.95,314.95,352.95,174.95,270.09
24-30-48,"1,345.18", ,"1,116.58", ,853.1,N/A**,432.95,304.95,284.07,,"1,078.62", ,850.02, ,606.98,N/A**,432.95,341.95,284.07,,"2,192.95","3,187.72", , ,"2,048.95","2,983.62", , ,837.95,938.95,1103.95,1051.624,1269.95,443.95,1422.344,497.95,348.95,390.95,183.95,284.07
24-30-60,"1,566.96", ,"1,281.22", ,970.29,N/A**,521.95,368.95,346.95,,"1,265.68", ,979.94, ,687.62,N/A**,521.95,413.95,346.95,,"2,458.95","3,569.15", , ,"2,275.95","3,314.02", , ,968.95,"1,085.95",1235.95,1216.264,1421.95,511.95,1592.584,573.95,417.95,468.95,223.95,346.95
24-36-12,737.97, ,676.42, ,542.46,130.92,189.95,112.95,214.23,,556.53, ,494.98, ,388.58,130.92,189.95,126.95,214.23,,"1,483.95","2,177.29", , ,"1,456.95","2,122.34", , ,478.95,536.95,779.95,601.384,896.95,276.95,1004.584,310.95,145.95,163.95,138.95,214.23
24-36-18,856.1, ,763.78, ,603.47,N/A**,239.95,143.95,228.18,,657.86, ,565.54, ,433.38,194.1,239.95,161.95,228.18,,"1,620.95","2,375.01", , ,"1,573.95","2,292.58", , ,546.95,612.95,849.95,686.504,977.95,314.95,1095.304,352.95,178.95,200.95,147.95,228.18
24-36-24,976.47, ,853.38, ,666.38,210.48,292.95,175.95,242.16,,760.31,696.59,637.22,573.5,479.3,210.48,292.95,197.95,242.16,,"1,758.95","2,568.24", , ,"1,687.95","2,458.34", , ,615.95,689.95,917.95,772.744,1055.95,355.95,1182.664,398.95,212.95,238.95,156.95,242.16
24-36-30,"1,094.60", ,940.74, ,727.38,N/A**,342.95,208.95,256.14,,863.88, ,710.02, ,522.98,N/A**,342.95,234.95,256.14,,"1,895.95","2,764.84", , ,"1,803.95","2,627.46", , ,683.95,766.95,986.95,858.984,1134.95,393.95,1271.144,441.95,247.95,277.95,164.95,256.14
24-36-36,"1,214.98", ,"1,030.34", ,790.29,N/A**,395.95,240.95,270.09,,966.34, ,781.7, ,568.9,N/A**,395.95,269.95,270.09,,"2,032.95","2,959.19", , ,"1,918.95","2,794.34", , ,752.95,843.95,1054.95,945.224,1213.95,434.95,1359.624,487.95,280.95,314.95,174.95,270.09
24-36-42,"1,335.35", ,"1,119.94", ,853.2,N/A**,446.95,271.95,284.07,,"1,066.55", ,851.14, ,614.82,N/A**,446.95,304.95,284.07,,"2,170.95","3,155.79", , ,"2,034.95","2,963.46", , ,821.95,920.95,1123.95,1031.464,1292.95,474.95,1448.104,531.95,314.95,352.95,183.95,284.07
24-36-48,"1,453.48", ,"1,207.30", ,914.21,N/A**,497.95,304.95,298.05,,"1,170.12", ,923.94, ,660.74,N/A**,497.95,341.95,298.05,,"2,307.95","3,350.14", , ,"2,149.95","3,130.34", , ,890.95,997.95,1191.95,1117.704,1370.95,512.95,1535.464,574.95,348.95,390.95,192.95,298.05
24-36-60,"1,777.10", ,"1,469.38", ,"1,110.48",N/A**,630.95,388.95,367.89,,"1,410.86", ,"1,103.14", ,783.94,N/A**,630.95,435.95,367.89,,"2,582.95","3,742.21", , ,"2,380.95","3,467.46", , ,"1,027.95","1,151.95",1330.95,1290.184,1530.95,616.95,1714.664,690.95,437.95,490.95,237.95,367.89
24-42-12,801.72, ,735.78, ,588.17,N/A**,211.95,112.95,228.18,,607.96, ,542.02, ,427.78,N/A**,211.95,126.95,228.18,,"1,573.95","2,310.02", , ,"1,545.95","2,251.14", , ,511.95,573.95,883.95,642.824,1016.95,311.95,1138.984,349.95,145.95,163.95,147.95,228.18
24-42-18,931.01, ,832.1, ,654.91,N/A**,268.95,143.95,242.16,,717.09, ,618.18, ,475.94,N/A**,268.95,161.95,242.16,,"1,713.95","2,508.58", , ,"1,661.95","2,420.26", , ,583.95,654.95,955.95,733.544,1099.95,355.95,1231.944,398.95,178.95,200.95,156.95,242.16
24-42-24,"1,060.30", ,928.42, ,721.66,N/A**,328.95,175.95,256.14,,828.46, ,696.58, ,526.34,N/A**,328.95,197.95,256.14,,"1,856.95","2,708.25", , ,"1,778.95","2,590.50", , ,655.95,734.95,1027.95,823.144,1182.95,402.95,1324.904,451.95,212.95,238.95,164.95,256.14
24-42-30,"1,187.35", ,"1,022.50", ,786.5,N/A**,385.95,208.95,270.09,,940.95, ,776.1, ,574.5,N/A**,385.95,234.95,270.09,,"1,997.95","2,910.17", , ,"1,896.95","2,762.98", , ,727.95,815.95,1099.95,913.864,1264.95,446.95,1416.744,500.95,247.95,277.95,174.95,270.09
24-42-36,"1,315.52", ,"1,117.70", ,852.3,N/A**,445.95,240.95,284.07,,"1,051.20", ,853.38, ,624.9,N/A**,445.95,269.95,284.07,,"2,139.95","3,110.97", , ,"2,014.95","2,934.34", , ,799.95,895.95,1171.95,1003.464,1347.95,493.95,1509.704,553.95,280.95,314.95,183.95,284.07
24-42-42,"1,444.81", ,"1,214.02", ,919.05,N/A**,503.95,271.95,298.05,,"1,160.33", ,929.54, ,674.18,N/A**,503.95,304.95,298.05,,"2,282.95","3,314.01", , ,"2,133.95","3,107.94", , ,871.95,976.95,1242.95,1094.184,1429.95,538.95,1601.544,603.95,314.95,352.95,192.95,298.05
24-42-48,"1,637.94", ,"1,374.18", ,"1,040.06",N/A**,592.95,322.95,312.03,,"1,303.06", ,"1,039.30", ,749.22,N/A**,592.95,361.95,312.03,,"2,423.95","3,513.68", , ,"2,250.95","3,278.18", , ,941.95,"1,054.95",1315.95,1181.544,1513.95,607.95,1695.624,680.95,368.95,413.95,201.95,312.03
24-42-60,"1,913.32", ,"1,583.62", ,"1,187.83",N/A**,713.95,388.95,388.86,,"1,531.40", ,"1,201.70", ,856.74,N/A**,713.95,435.95,388.86,,"2,707.95","3,917.52", , ,"2,487.95","3,623.14", , ,"1,085.95","1,216.95",1457.95,1362.984,1676.95,700.95,1878.184,785.95,437.95,490.95,251.95,388.86
24-48-12,858.76, ,788.42, ,628.16,N/A**,231.95,112.95,242.16,,647.08, ,576.74, ,452.42,N/A**,231.95,126.95,242.16,,"1,663.95","2,440.50", , ,"1,632.95","2,377.70", , ,545.95,611.95,952.95,685.384,1095.95,346.95,1227.464,388.95,145.95,163.95,156.95,242.16
24-48-18,995.85, ,890.34, ,697.79,N/A**,298.95,143.95,256.14,,766.25, ,660.74, ,507.3,213.99,298.95,161.95,256.14,,"1,808.95","2,645.50", , ,"1,751.95","2,551.30", , ,620.95,695.95,1027.95,779.464,1182.95,398.95,1324.904,446.95,178.95,200.95,164.95,256.14
