HxLxD,Height,Length,Depth,"""C"" for custom ""S"" for special",Panels Long,Panels Deep,"Price with 1"" wire and PC Steel Pitched Roof","Discount for 1"" wire roof instead of pitched roof","Addl. 1"" wire floor option (bolted in on larger cages - removable on smaller cages - or wire roof add on (in addition to steel roof)","Bolted on bottom only ""B"" or removable option ""R""  (bolt on wire floor keeps varmets out, can also sub for other diamenters or solid materials)",Price Per Divider to split the Length (goes front to back in the cage),Price Per Divider to split the depth (goes left to right in cage),Silver Alum Frame Upgrade,Alum/Silver Roof Upgrade,Printed Background on Black Granite Laminate (per panel) Bird,Printed Background on Black Granite Laminate (per panel) Bird,Printed Background on Aluminum Laminate (per panel) Bird,Printed Background on Aluminum Laminate (per panel) Bird,"Safety Catch 1"" pc wire","DOUBLE Safety Catch 1"" pc wire","Extra Door (in place of a panel - 1"" pc wire)",Pull Out Tray Price,Powder coated aluminum upgrade pull out tray,cut to size washable lenolium - fits in tray or sit on floor,bird special price,cat regular price,cat special price
12-300-60,12,300,60,c,2,1,7351,6524,2156,R,168,502,125,970,122,49,155,62,506,405,115,1875.00,2437.50,675.00,0,7329.00,0
12-300-72,12,300,72,c,2,1,9135,7730,2570,R,195,502,131,1144,122,59,155,74,506,405,120,2250.00,2925.00,810.00,0,9114.00,0
12-300-84,12,300,84,c,2,1,10312,8901,3019,R,209,503,138,1318,122,68,155,87,506,405,124,2625.00,3412.50,945.00,0,10290.00,0
12-300-90,12,300,90,c,2,1,10066,9364,3366,R,200,504,141,1405,122,73,155,93,506,405,127,2812.50,3656.25,1012.50,0,10045.00,0
12-300-120,12,300,120,c,2,1,14222,10358,7622,B,232,506,157,2080,122,98,155,124,506,405,139,3750.00,4875.00,1350.00,0,14200.00,0
12-300-150,12,300,150,c,2,1,19452,13060,9270,B,264,508,173,2575,122,122,155,155,506,405,151,4687.50,6093.75,1687.50,0,19430.00,0
12-300-180,12,300,180,c,2,1,24604,14716,11964,B,317,510,189,3070,122,146,155,186,506,405,163,5625.00,7312.50,2025.00,0,24583.00,0
12-300-210,12,300,210,c,2,1,28320,17601,13429,B,351,512,205,3565,122,171,155,217,506,405,175,6562.50,8531.25,2362.50,0,28299.00,0
12-300-240,12,300,240,c,2,2,31973,19780,15600,B,455,519,192,4060,122,98,155,124,506,405,139,7500.00,9750.00,2700.00,0,31944.00,0
12-330-12,12,330,12,c,2,1,3491,1625,800,R,129,533,107,302,134,10,171,12,506,405,96,412.50,536.25,148.50,0,3469.00,0
12-330-18,12,330,18,c,2,1,4138,2333,985,R,136,533,110,398,134,15,171,19,506,405,98,618.75,804.38,222.75,0,4116.00,0
12-330-24,12,330,24,c,2,1,4785,3144,1066,R,143,534,114,494,134,20,171,25,506,405,100,825.00,1072.50,297.00,0,4763.00,0
12-330-30,12,330,30,c,2,1,5018,3825,1278,R,138,534,117,590,134,24,171,31,506,405,103,1031.25,1340.63,371.25,0,4997.00,0
12-330-36,12,330,36,c,2,1,6078,4350,1645,R,156,534,120,686,134,29,171,37,506,405,105,1237.50,1608.75,445.50,0,6057.00,0
12-330-42,12,330,42,c,2,1,6725,5135,1753,R,163,535,123,782,134,34,171,43,506,405,108,1443.75,1876.88,519.75,0,6704.00,0
12-330-48,12,330,48,c,2,1,7372,5920,1860,R,170,535,126,878,134,39,171,50,506,405,110,1650.00,2145.00,594.00,0,7350.00,0
12-330-60,12,330,60,c,2,1,8004,7316,2250,R,170,536,133,1070,134,49,171,62,506,405,115,2062.50,2681.25,742.50,0,7982.00,0
12-330-72,12,330,72,c,2,1,9959,8485,2865,R,197,537,139,1262,134,59,171,74,506,405,120,2475.00,3217.50,891.00,0,9938.00,0
12-330-84,12,330,84,c,2,1,11253,9793,3342,R,211,538,146,1454,134,68,171,87,506,405,124,2887.50,3753.75,1039.50,0,11231.00,0
12-330-90,12,330,90,c,2,1,10989,10325,3703,R,202,538,149,1550,134,73,171,93,506,405,127,3093.75,4021.88,1113.75,0,10967.00,0
12-330-120,12,330,120,c,2,1,15594,11942,7898,B,234,540,165,2300,134,98,171,124,506,405,139,4125.00,5362.50,1485.00,0,15573.00,0
12-330-150,12,330,150,c,2,1,21350,14286,10354,B,266,542,181,2848,134,122,171,155,506,405,151,5156.25,6703.13,1856.25,0,21329.00,0
12-330-180,12,330,180,c,2,1,27024,16280,13160,B,320,544,197,3395,134,146,171,186,506,405,163,6187.50,8043.75,2227.50,0,27003.00,0
12-330-210,12,330,210,c,2,1,31121,19242,14998,B,354,546,213,3943,134,171,171,217,506,405,175,7218.75,9384.38,2598.75,0,31099.00,0
12-330-240,12,330,240,c,2,2,35154,21759,17281,B,458,554,200,4490,134,98,171,124,506,405,139,8250.00,10725.00,2970.00,0,35125.00,0
12-360-12,12,360,12,c,2,1,3711,1771,854,R,132,567,115,327,146,10,186,12,506,405,96,450.00,585.00,162.00,0,3689.00,0
12-360-18,12,360,18,c,2,1,4406,2549,1044,R,138,567,118,431,146,15,186,19,506,405,98,675.00,877.50,243.00,0,4385.00,0
12-360-24,12,360,24,c,2,1,5102,3309,1251,R,145,568,122,534,146,20,186,25,506,405,100,900.00,1170.00,324.00,0,5080.00,0
12-360-30,12,360,30,c,2,1,5356,4181,1346,R,140,568,125,638,146,24,186,31,506,405,103,1125.00,1462.50,405.00,0,5334.00,0
12-360-36,12,360,36,c,2,1,6493,4776,1719,R,159,569,128,741,146,29,186,37,506,405,105,1350.00,1755.00,486.00,0,6471.00,0
12-360-42,12,360,42,c,2,1,7189,5631,1832,R,166,569,131,845,146,34,186,43,506,405,108,1575.00,2047.50,567.00,0,7167.00,0
12-360-48,12,360,48,c,2,1,7884,6330,2100,R,172,569,134,948,146,39,186,50,506,405,110,1800.00,2340.00,648.00,0,7862.00,0
12-360-60,12,360,60,c,2,1,8566,7848,2517,R,172,570,141,1155,146,49,186,62,506,405,115,2250.00,2925.00,810.00,0,8545.00,0
12-360-72,12,360,72,c,2,1,10666,9140,3160,R,200,571,147,1362,146,59,186,74,506,405,120,2700.00,3510.00,972.00,0,10645.00,0
12-360-84,12,360,84,c,2,1,12058,10570,3665,R,213,572,154,1569,146,68,186,87,506,405,124,3150.00,4095.00,1134.00,0,12036.00,0
12-360-90,12,360,90,c,2,1,11777,11163,4039,R,204,572,157,1673,146,73,186,93,506,405,127,3375.00,4387.50,1215.00,0,11755.00,0
12-360-120,12,360,120,c,2,1,16607,12521,8869,B,236,574,173,2460,146,98,186,124,506,405,139,4500.00,5850.00,1620.00,0,16585.00,0
12-360-150,12,360,150,c,2,1,22743,15128,11437,B,268,576,189,3045,146,122,186,155,506,405,151,5625.00,7312.50,2025.00,0,22721.00,0
12-360-180,12,360,180,c,2,1,28792,17383,14357,B,322,578,205,3630,146,146,186,186,506,405,163,6750.00,8775.00,2430.00,0,28770.00,0
12-360-210,12,360,210,c,2,1,33160,21479,15436,B,356,580,221,4215,146,171,186,217,506,405,175,7875.00,10237.50,2835.00,0,33139.00,0
12-360-240,12,360,240,c,2,2,37465,23127,18963,B,460,588,208,4800,146,98,186,124,506,405,139,9000.00,11700.00,3240.00,0,37436.00,0
18-12-12,18,12,12,c,1,1,947,55,125,R,111,111,100,22,15,15,19,19,544,435,98,15.00,19.50,5.40,0,925.00,0
18-18-12,18,18,12,c,1,1,990,84,136,R,111,119,100,27,22,15,28,19,544,435,98,22.50,29.25,8.10,0,969.00,0
18-18-18,18,18,18,c,1,1,1082,147,148,R,119,119,100,38,22,22,28,28,544,435,100,33.75,43.88,12.15,0,1060.00,0
18-24-12,18,24,12,c,1,1,1034,113,147,R,112,127,100,32,29,15,37,19,544,435,98,30.00,39.00,10.80,0,1013.00,0
18-24-18,18,24,18,c,1,1,1135,191,159,R,120,127,100,44,29,22,37,28,544,435,100,45.00,58.50,16.20,0,1114.00,0
18-24-24,18,24,24,c,1,1,1236,268,172,R,127,127,100,56,29,29,37,37,544,435,103,60.00,78.00,21.60,0,1214.00,0
18-30-12,18,30,12,c,1,1,1000,143,157,R,112,126,100,37,37,15,47,19,544,435,98,37.50,48.75,13.50,0,978.00,0
18-30-18,18,30,18,c,1,1,1102,234,171,R,120,126,100,51,37,22,47,28,544,435,100,56.25,73.13,20.25,0,1080.00,0
18-30-24,18,30,24,c,1,1,1204,325,185,R,128,126,100,64,37,29,47,37,544,435,103,75.00,97.50,27.00,0,1182.00,0
18-30-30,18,30,30,c,1,1,1202,416,199,R,126,126,100,78,37,37,47,47,544,435,105,93.75,121.88,33.75,0,1181.00,0
18-36-12,18,36,12,c,1,1,1122,172,168,R,113,142,100,42,44,15,56,19,544,435,98,45.00,58.50,16.20,0,1101.00,0
18-36-18,18,36,18,c,1,1,1242,277,183,R,120,143,100,57,44,22,56,28,544,435,100,67.50,87.75,24.30,0,1221.00,0
18-36-24,18,36,24,c,1,1,1363,382,198,R,128,143,100,72,44,29,56,37,544,435,103,90.00,117.00,32.40,0,1341.00,0
18-36-30,18,36,30,c,1,1,1374,487,213,R,126,143,100,87,44,37,56,47,544,435,105,112.50,146.25,40.50,0,1352.00,0
18-36-36,18,36,36,c,1,1,1603,593,227,R,144,144,100,102,44,44,56,56,544,435,108,135.00,175.50,48.60,0,1582.00,0
18-42-12,18,42,12,c,1,1,1166,201,179,R,113,150,100,47,51,15,65,19,544,435,98,52.50,68.25,18.90,0,1144.00,0
18-42-18,18,42,18,c,1,1,1296,320,195,R,121,151,100,64,51,22,65,28,544,435,100,78.75,102.38,28.35,0,1275.00,0
18-42-24,18,42,24,c,1,1,1426,439,211,R,129,151,100,80,51,29,65,37,544,435,103,105.00,136.50,37.80,0,1405.00,0
18-42-30,18,42,30,c,1,1,1441,559,226,R,126,151,100,97,51,37,65,47,544,435,105,131.25,170.63,47.25,0,1420.00,0
18-42-36,18,42,36,c,1,1,1686,678,242,R,144,152,100,113,51,44,65,56,544,435,108,157.50,204.75,56.70,0,1665.00,0
18-42-42,18,42,42,c,1,1,1816,797,258,R,152,152,100,130,51,51,65,65,544,435,110,183.75,238.88,66.15,0,1795.00,0
18-48-12,18,48,12,c,1,1,1210,230,190,R,114,158,100,52,59,15,74,19,544,435,98,60.00,78.00,21.60,0,1188.00,0
18-48-18,18,48,18,c,1,1,1350,363,207,R,121,158,100,70,59,22,74,28,544,435,100,90.00,117.00,32.40,0,1328.00,0
18-48-24,18,48,24,c,1,1,1490,497,223,R,129,159,100,88,59,29,74,37,544,435,103,120.00,156.00,43.20,0,1468.00,0
18-48-30,18,48,30,c,1,1,1509,630,240,R,127,159,100,106,59,37,74,47,544,435,105,150.00,195.00,54.00,0,1487.00,0
18-48-36,18,48,36,c,1,1,1769,763,257,R,145,160,100,124,59,44,74,56,544,435,108,180.00,234.00,64.80,0,1748.00,0
18-48-42,18,48,42,c,1,1,1909,896,274,R,153,160,100,142,59,51,74,65,544,435,110,210.00,273.00,75.60,0,1888.00,0
18-48-48,18,48,48,c,1,1,2049,1030,290,R,160,160,100,160,59,59,74,74,544,435,112,240.00,312.00,86.40,0,2027.00,0
18-60-12,18,60,12,c,1,1,1203,289,211,R,115,165,100,62,73,15,93,19,544,435,98,75.00,97.50,27.00,0,1181.00,0
18-60-18,18,60,18,c,1,1,1350,450,230,R,122,165,100,83,73,22,93,28,544,435,100,112.50,146.25,40.50,0,1328.00,0
18-60-24,18,60,24,c,1,1,1497,611,249,R,130,165,100,104,73,29,93,37,544,435,103,150.00,195.00,54.00,0,1475.00,0
18-60-30,18,60,30,c,1,1,1512,772,268,R,128,165,100,125,73,37,93,47,544,435,105,187.50,243.75,67.50,0,1490.00,0
18-60-36,18,60,36,c,1,1,1791,934,286,R,146,165,100,146,73,44,93,56,544,435,108,225.00,292.50,81.00,0,1769.00,0
18-60-42,18,60,42,c,1,1,1938,1095,305,R,154,165,100,167,73,51,93,65,544,435,110,262.50,341.25,94.50,0,1916.00,0
18-60-48,18,60,48,c,1,1,2085,1100,480,R,161,165,100,188,73,59,93,74,544,435,112,300.00,390.00,108.00,0,2063.00,0
18-60-60,18,60,60,c,1,1,2186,1405,535,R,165,165,100,230,73,73,93,93,544,435,117,375.00,487.50,135.00,0,2164.00,0
18-72-12,18,72,12,c,1,1,1405,372,233,R,116,190,100,75,88,15,112,19,544,435,98,90.00,117.00,32.40,0,1384.00,0
18-72-18,18,72,18,c,1,1,1594,569,254,R,123,190,100,101,88,22,112,28,544,435,100,135.00,175.50,48.60,0,1572.00,0
18-72-24,18,72,24,c,1,1,1782,766,274,R,131,190,100,126,88,29,112,37,544,435,103,180.00,234.00,64.80,0,1761.00,0
18-72-30,18,72,30,c,1,1,1824,962,295,R,129,191,100,152,88,37,112,47,544,435,105,225.00,292.50,81.00,0,1802.00,0
18-72-36,18,72,36,c,1,1,2159,1159,316,R,147,191,100,177,88,44,112,56,544,435,108,270.00,351.00,97.20,0,2138.00,0
18-72-42,18,72,42,c,1,1,2348,1208,484,R,155,192,100,203,88,51,112,65,544,435,110,315.00,409.50,113.40,0,2326.00,0
18-72-48,18,72,48,c,1,1,2537,1396,514,R,162,192,100,228,88,59,112,74,544,435,112,360.00,468.00,129.60,0,2515.00,0
18-72-60,18,72,60,c,1,1,2694,1772,573,R,166,193,100,279,88,73,112,93,544,435,117,450.00,585.00,162.00,0,2673.00,0
18-72-72,18,72,72,c,1,1,3291,2148,632,R,194,194,100,330,88,88,112,112,544,435,122,540.00,702.00,194.40,0,3269.00,0
18-84-12,18,84,12,c,1,1,1493,431,254,R,116,205,100,85,102,15,130,19,544,435,98,105.00,136.50,37.80,0,1471.00,0
18-84-18,18,84,18,c,1,1,1701,655,277,R,124,206,100,114,102,22,130,28,544,435,100,157.50,204.75,56.70,0,1679.00,0
18-84-24,18,84,24,c,1,1,1909,880,300,R,132,206,100,142,102,29,130,37,544,435,103,210.00,273.00,75.60,0,1888.00,0
18-84-30,18,84,30,c,1,1,1959,1105,323,R,129,206,100,171,102,37,130,47,544,435,105,262.50,341.25,94.50,0,1937.00,0
18-84-36,18,84,36,c,1,1,2325,1191,484,R,148,207,100,199,102,44,130,56,544,435,108,315.00,409.50,113.40,0,2304.00,0
18-84-42,18,84,42,c,1,1,2533,1407,516,R,155,207,100,228,102,51,130,65,544,435,110,367.50,477.75,132.30,0,2512.00,0
18-84-48,18,84,48,c,1,1,2741,1623,547,R,163,208,100,256,102,59,130,74,544,435,112,420.00,546.00,151.20,0,2720.00,0
18-84-60,18,84,60,c,1,1,2919,2054,611,R,166,208,100,313,102,73,130,93,544,435,117,525.00,682.50,189.00,0,2898.00,0
18-84-72,18,84,72,c,1,1,3574,2295,865,R,194,209,100,370,102,88,130,112,544,435,122,630.00,819.00,226.80,0,3552.00,0
18-84-84,18,84,84,c,1,1,3990,2709,946,R,210,210,100,427,102,102,130,130,544,435,127,735.00,955.50,264.60,0,3968.00,0
18-90-12,18,90,12,c,1,1,1423,460,265,R,117,204,100,90,110,15,140,19,544,435,98,112.50,146.25,40.50,0,1402.00,0
18-90-18,18,90,18,c,1,1,1624,698,289,R,125,204,100,120,110,22,140,28,544,435,100,168.75,219.38,60.75,0,1603.00,0
18-90-24,18,90,24,c,1,1,1825,937,313,R,133,204,100,150,110,29,140,37,544,435,103,225.00,292.50,81.00,0,1804.00,0
18-90-30,18,90,30,c,1,1,1862,1176,337,R,130,204,100,180,110,37,140,47,544,435,105,281.25,365.63,101.25,0,1841.00,0
18-90-36,18,90,36,c,1,1,2227,1276,499,R,148,204,100,210,110,44,140,56,544,435,108,337.50,438.75,121.50,0,2206.00,0
18-90-42,18,90,42,c,1,1,2429,1506,532,R,156,204,100,240,110,51,140,65,544,435,110,393.75,511.88,141.75,0,2407.00,0
18-90-48,18,90,48,c,1,1,2630,1736,564,R,164,204,100,270,110,59,140,74,544,435,112,450.00,585.00,162.00,0,2608.00,0
18-90-60,18,90,60,c,1,1,2784,2196,629,R,167,204,100,330,110,73,140,93,544,435,117,562.50,731.25,202.50,0,2762.00,0
18-90-72,18,90,72,c,1,1,3434,2464,886,R,195,204,100,390,110,88,140,112,544,435,122,675.00,877.50,243.00,0,3412.00,0
18-90-84,18,90,84,c,1,1,3836,2907,968,R,211,204,100,450,110,102,140,130,544,435,127,787.50,1023.75,283.50,0,3814.00,0
18-90-90,18,90,90,c,1,1,3706,3128,1010,R,204,204,100,480,110,110,140,140,544,435,129,843.75,1096.88,303.75,0,3684.00,0
18-120-12,18,120,12,c,1,1,1626,606,319,R,119,243,100,115,146,15,186,19,544,435,98,150.00,195.00,54.00,0,1604.00,0
18-120-18,18,120,18,c,1,1,1872,915,348,R,127,243,100,153,146,22,186,28,544,435,100,225.00,292.50,81.00,0,1850.00,0
18-120-24,18,120,24,c,1,1,2118,1102,498,R,135,243,100,190,146,29,186,37,544,435,103,300.00,390.00,108.00,0,2096.00,0
18-120-30,18,120,30,c,1,1,2172,1402,535,R,132,243,100,228,146,37,186,47,544,435,105,375.00,487.50,135.00,0,2150.00,0
18-120-36,18,120,36,c,1,1,2610,1702,573,R,150,243,100,265,146,44,186,56,544,435,108,450.00,585.00,162.00,0,2589.00,0
18-120-42,18,120,42,c,1,1,2856,2002,611,R,158,243,100,303,146,51,186,65,544,435,110,525.00,682.50,189.00,0,2835.00,0
18-120-48,18,120,48,c,1,1,3102,2146,804,R,166,243,100,340,146,59,186,74,544,435,112,600.00,780.00,216.00,0,3081.00,0
18-120-60,18,120,60,c,1,1,3300,2728,897,R,169,243,100,415,146,73,186,93,544,435,117,750.00,975.00,270.00,0,3278.00,0
18-120-72,18,120,72,c,1,1,4087,3119,1181,R,197,243,100,490,146,88,186,112,544,435,122,900.00,1170.00,324.00,0,4065.00,0
18-120-84,18,120,84,c,1,1,4579,3684,1291,R,213,243,100,565,146,102,186,130,544,435,127,1050.00,1365.00,378.00,0,4557.00,0
18-120-90,18,120,90,c,1,1,4428,3966,1346,R,206,243,100,603,146,110,186,140,544,435,129,1125.00,1462.50,405.00,0,4406.00,0
18-120-120,18,120,120,c,1,1,6381,4562,3188,B,243,243,110,940,146,146,186,186,544,435,141,1500.00,1950.00,540.00,0,6359.00,0
18-150-12,18,150,12,c,1,1,1847,777,373,R,122,282,100,143,183,15,233,19,544,435,98,187.50,243.75,67.50,0,1825.00,0
18-150-18,18,150,18,c,1,1,2147,1163,407,R,129,282,100,190,183,22,233,28,544,435,100,281.25,365.63,101.25,0,2125.00,0
18-150-24,18,150,24,c,1,1,2447,1428,562,R,137,282,100,236,183,29,233,37,544,435,103,375.00,487.50,135.00,0,2425.00,0
18-150-30,18,150,30,c,1,1,2523,1806,604,R,134,282,100,283,183,37,233,47,544,435,105,468.75,609.38,168.75,0,2501.00,0
18-150-36,18,150,36,c,1,1,3047,2183,647,R,153,282,100,329,183,44,233,56,544,435,108,562.50,731.25,202.50,0,3025.00,0
18-150-42,18,150,42,c,1,1,3347,2413,837,R,161,282,100,376,183,51,233,65,544,435,110,656.25,853.13,236.25,0,3325.00,0
18-150-48,18,150,48,c,1,1,3647,2782,888,R,168,282,100,422,183,59,233,74,544,435,112,750.00,975.00,270.00,0,3625.00,0
18-150-60,18,150,60,c,1,1,3898,3345,1165,R,171,282,100,515,183,73,233,93,544,435,117,937.50,1218.75,337.50,0,3877.00,0
18-150-72,18,150,72,c,1,1,4847,4065,1285,R,200,282,100,608,183,88,233,112,544,435,122,1125.00,1462.50,405.00,0,4826.00,0
18-150-84,18,150,84,c,1,1,5447,4367,1823,R,215,282,100,701,183,102,233,130,544,435,127,1312.50,1706.25,472.50,0,5426.00,0
18-150-90,18,150,90,c,1,1,5273,4709,1901,R,208,282,102,748,183,110,233,140,544,435,129,1406.25,1828.13,506.25,0,5252.00,0
18-150-120,18,150,120,c,1,1,7639,5451,4159,B,245,282,118,1160,183,146,233,186,544,435,141,1875.00,2437.50,675.00,0,7617.00,0
18-150-150,18,150,150,c,1,1,10517,7300,4635,B,282,282,134,1438,183,183,233,233,544,435,153,2343.75,3046.88,843.75,0,10495.00,0
18-180-12,18,180,12,c,2,1,2410,923,427,R,125,401,100,168,110,15,140,19,544,435,98,225.00,292.50,81.00,0,2377.00,0
18-180-18,18,180,18,c,2,1,2784,1267,578,R,133,402,100,222,110,22,140,28,544,435,100,337.50,438.75,121.50,0,2751.00,0
18-180-24,18,180,24,c,2,1,3158,1714,626,R,141,402,100,276,110,29,140,37,544,435,103,450.00,585.00,162.00,0,3125.00,0
18-180-30,18,180,30,c,2,1,3267,2162,673,R,138,402,100,330,110,37,140,47,544,435,105,562.50,731.25,202.50,0,3234.00,0
18-180-36,18,180,36,c,2,1,3905,2471,859,R,157,403,100,384,110,44,140,56,544,435,108,675.00,877.50,243.00,0,3873.00,0
18-180-42,18,180,42,c,2,1,4279,2909,916,R,164,403,100,438,110,51,140,65,544,435,110,787.50,1023.75,283.50,0,4246.00,0
18-180-48,18,180,48,c,2,1,4653,3192,1128,R,172,404,100,492,110,59,140,74,544,435,112,900.00,1170.00,324.00,0,4620.00,0
18-180-60,18,180,60,c,2,1,4992,4051,1259,R,175,404,100,600,110,73,140,93,544,435,117,1125.00,1462.50,405.00,0,4959.00,0
18-180-72,18,180,72,c,2,1,6148,4528,1772,R,203,405,106,708,110,88,140,112,544,435,122,1350.00,1755.00,486.00,0,6115.00,0
18-180-84,18,180,84,c,2,1,6896,5353,1937,R,219,406,112,816,110,102,140,130,544,435,127,1575.00,2047.50,567.00,0,6863.00,0
18-180-90,18,180,90,c,2,1,6717,5765,2020,R,212,406,115,870,110,110,140,140,544,435,129,1687.50,2193.75,607.50,0,6685.00,0
18-180-120,18,180,120,c,2,1,9523,6726,4434,B,249,408,131,1320,110,146,140,186,544,435,141,2250.00,2925.00,810.00,0,9490.00,0
18-180-150,18,180,150,c,2,1,12947,7358,6502,B,286,410,147,1635,110,183,140,233,544,435,153,2812.50,3656.25,1012.50,0,12914.00,0
18-180-180,18,180,180,c,2,2,16333,9382,7178,B,419,419,144,1950,110,110,140,140,544,435,129,3375.00,4387.50,1215.00,0,16289.00,0
18-210-12,18,210,12,c,2,1,2649,1094,481,R,128,441,100,196,128,15,163,19,544,435,98,262.50,341.25,94.50,0,2616.00,0
18-210-18,18,210,18,c,2,1,3081,1516,637,R,135,441,100,259,128,22,163,28,544,435,100,393.75,511.88,141.75,0,3049.00,0
18-210-24,18,210,24,c,2,1,3514,2040,690,R,143,441,100,322,128,29,163,37,544,435,103,525.00,682.50,189.00,0,3481.00,0
18-210-30,18,210,30,c,2,1,3649,2436,872,R,140,442,100,385,128,37,163,47,544,435,105,656.25,853.13,236.25,0,3617.00,0
18-210-36,18,210,36,c,2,1,4378,2952,933,R,159,442,100,448,128,44,163,56,544,435,108,787.50,1023.75,283.50,0,4346.00,0
18-210-42,18,210,42,c,2,1,4811,3320,1142,R,167,443,100,511,128,51,163,65,544,435,110,918.75,1194.38,330.75,0,4778.00,0
18-210-48,18,210,48,c,2,1,5243,3828,1212,R,174,443,101,574,128,59,163,74,544,435,112,1050.00,1365.00,378.00,0,5210.00,0
18-210-60,18,210,60,c,2,1,5645,4495,1700,R,177,444,107,700,128,73,163,93,544,435,117,1312.50,1706.25,472.50,0,5612.00,0
18-210-72,18,210,72,c,2,1,6972,5475,1875,R,206,445,114,826,128,88,163,112,544,435,122,1575.00,2047.50,567.00,0,6940.00,0
18-210-84,18,210,84,c,2,1,7837,6245,2260,R,221,445,120,952,128,102,163,130,544,435,127,1837.50,2388.75,661.50,0,7804.00,0
18-210-90,18,210,90,c,2,1,7640,6726,2356,R,214,446,123,1015,128,110,163,140,544,435,129,1968.75,2559.38,708.75,0,7607.00,0
18-210-120,18,210,120,c,2,1,10895,6920,6100,B,251,448,139,1540,128,146,163,186,544,435,141,2625.00,3412.50,945.00,0,10863.00,0
18-210-150,18,210,150,c,2,1,14845,9368,6802,B,288,450,155,1908,128,183,163,233,544,435,153,3281.25,4265.63,1181.25,0,14813.00,0
18-210-180,18,210,180,c,2,2,18753,10945,8375,B,421,458,152,2275,128,110,163,140,544,435,129,3937.50,5118.75,1417.50,0,18709.00,0
18-210-240,18,210,240,c,2,2,24273,15066,10554,B,499,462,176,3010,128,146,163,186,544,435,141,5250.00,6825.00,1890.00,0,24229.00,0
18-240-12,18,240,12,c,2,1,2869,1137,638,R,130,480,100,221,146,15,186,19,544,435,98,300.00,390.00,108.00,0,2836.00,0
18-240-18,18,240,18,c,2,1,3350,1732,696,R,138,480,100,292,146,22,186,28,544,435,100,450.00,585.00,162.00,0,3317.00,0
18-240-24,18,240,24,c,2,1,3831,2205,875,R,146,481,100,362,146,29,186,37,544,435,103,600.00,780.00,216.00,0,3798.00,0
18-240-30,18,240,30,c,2,1,3987,2792,941,R,142,481,100,433,146,37,186,47,544,435,105,750.00,975.00,270.00,0,3954.00,0
18-240-36,18,240,36,c,2,1,4793,3239,1146,R,161,481,102,503,146,44,186,56,544,435,108,900.00,1170.00,324.00,0,4760.00,0
18-240-42,18,240,42,c,2,1,5274,3816,1221,R,169,482,106,574,146,51,186,65,544,435,110,1050.00,1365.00,378.00,0,5241.00,0
18-240-48,18,240,48,c,2,1,5755,4081,1609,R,177,482,109,644,146,59,186,74,544,435,112,1200.00,1560.00,432.00,0,5722.00,0
18-240-60,18,240,60,c,2,1,6207,5201,1794,R,179,483,115,785,146,73,186,93,544,435,117,1500.00,1950.00,540.00,0,6175.00,0
18-240-72,18,240,72,c,2,1,7679,6129,2171,R,208,484,122,926,146,88,186,112,544,435,122,1800.00,2340.00,648.00,0,7647.00,0
18-240-84,18,240,84,c,2,1,8641,7022,2583,R,224,485,128,1067,146,102,186,130,544,435,127,2100.00,2730.00,756.00,0,8609.00,0
18-240-90,18,240,90,c,2,1,8428,7565,2693,R,216,485,131,1138,146,110,186,140,544,435,129,2250.00,2925.00,810.00,0,8395.00,0
18-240-120,18,240,120,c,2,1,11908,8194,6376,B,253,487,147,1700,146,146,186,186,544,435,141,3000.00,3900.00,1080.00,0,11875.00,0
18-240-150,18,240,150,c,2,1,16238,10209,7886,B,290,489,163,2105,146,183,186,233,544,435,153,3750.00,4875.00,1350.00,0,16205.00,0
18-240-180,18,240,180,c,2,2,20520,12049,9571,B,423,497,160,2510,146,110,186,140,544,435,129,4500.00,5850.00,1620.00,0,20477.00,0
18-240-210,18,240,210,c,2,2,23552,14854,10291,B,462,499,172,2915,146,128,186,163,544,435,135,5250.00,6825.00,1890.00,0,23508.00,0
18-240-240,18,240,240,c,2,2,26584,16434,12236,B,501,501,184,3320,146,146,186,186,544,435,141,6000.00,7800.00,2160.00,0,26540.00,0
18-270-12,18,270,12,c,2,1,3108,1308,692,R,132,519,100,249,165,15,209,19,544,435,98,337.50,438.75,121.50,0,3075.00,0
18-270-18,18,270,18,c,2,1,3647,1980,755,R,140,520,101,329,165,22,209,28,544,435,100,506.25,658.13,182.25,0,3614.00,0
18-270-24,18,270,24,c,2,1,4187,2532,938,R,148,520,104,408,165,29,209,37,544,435,103,675.00,877.50,243.00,0,4154.00,0
18-270-30,18,270,30,c,2,1,4370,3195,1010,R,144,520,107,488,165,37,209,47,544,435,105,843.75,1096.88,303.75,0,4337.00,0
18-270-36,18,270,36,c,2,1,5266,3720,1220,R,164,521,110,567,165,44,209,56,544,435,108,1012.50,1316.25,364.50,0,5233.00,0
18-270-42,18,270,42,c,2,1,5805,4375,1300,R,171,521,114,647,165,51,209,65,544,435,110,1181.25,1535.63,425.25,0,5773.00,0
18-270-48,18,270,48,c,2,1,6345,4717,1693,R,179,522,117,726,165,59,209,74,544,435,112,1350.00,1755.00,486.00,0,6312.00,0
18-270-60,18,270,60,c,2,1,6860,5992,1888,R,181,522,123,885,165,73,209,93,544,435,117,1687.50,2193.75,607.50,0,6827.00,0
18-270-72,18,270,72,c,2,1,8503,7075,2275,R,210,523,130,1044,165,88,209,112,544,435,122,2025.00,2632.50,729.00,0,8471.00,0
